Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
Psiquiatría Biológica,20341,Elsevier Science,/scimag/journals/20341,/scimag/?journal=20341&page=1,17,/scimag/?journal=20341&year=2017&volume=24&issue=1,/scimag/?journal=20341&year=2018&volume=25&issue=1,/scimag/?journal=20341&year=2019&volume=26&issue=1,/scimag/?journal=20341&year=2020&volume=27&issue=1,
Psychiatric Clinics of North America,20352,Elsevier Science,/scimag/journals/20352,/scimag/?journal=20352&page=1,92,/scimag/?journal=20352&year=2017&volume=40&issue=1,/scimag/?journal=20352&year=2018&volume=41&issue=1,/scimag/?journal=20352&year=2019&volume=42&issue=1,/scimag/?journal=20352&year=2020&volume=43&issue=1,
Psychiatry Research,20366,Elsevier Science,/scimag/journals/20366,/scimag/?journal=20366&page=1,481,/scimag/?journal=20366&year=2017&volume=247&issue=,/scimag/?journal=20366&year=2018&volume=259&issue=,/scimag/?journal=20366&year=2019&volume=271&issue=,/scimag/?journal=20366&year=2020&volume=283&issue=,/scimag/?journal=20366&year=2021&volume=295&issue=
Psychiatry Research: Neuroimaging,20367,Elsevier Science,/scimag/journals/20367,/scimag/?journal=20367&page=1,123,/scimag/?journal=20367&year=2017&volume=259&issue=,/scimag/?journal=20367&year=2018&volume=271&issue=,/scimag/?journal=20367&year=2019&volume=283&issue=,/scimag/?journal=20367&year=2020&volume=295&issue=,/scimag/?journal=20367&year=2021&volume=307&issue=
Psychologie du Travail et des Organisations,20407,Elsevier Science,/scimag/journals/20407,/scimag/?journal=20407&page=1,19,/scimag/?journal=20407&year=2017&volume=23&issue=1,/scimag/?journal=20407&year=2018&volume=24&issue=1,/scimag/?journal=20407&year=2019&volume=25&issue=1,/scimag/?journal=20407&year=2020&volume=26&issue=1,
Psychologie Française,20408,Elsevier Science,/scimag/journals/20408,/scimag/?journal=20408&page=1,23,/scimag/?journal=20408&year=2017&volume=62&issue=1,/scimag/?journal=20408&year=2018&volume=63&issue=1,/scimag/?journal=20408&year=2019&volume=64&issue=1,/scimag/?journal=20408&year=2020&volume=65&issue=1,
Psychology of Learning and Motivation,20427,Elsevier Science,/scimag/journals/20427,/scimag/?journal=20427&page=1,1,,,,,/scimag/?journal=20427&year=2021&volume=Volume%2074&issue=
Psychology of Sport and Exercise,20432,Elsevier Science,/scimag/journals/20432,/scimag/?journal=20432&page=1,75,/scimag/?journal=20432&year=2017&volume=28&issue=,/scimag/?journal=20432&year=2018&volume=34&issue=,/scimag/?journal=20432&year=2019&volume=40&issue=,/scimag/?journal=20432&year=2020&volume=46&issue=,/scimag/?journal=20432&year=2021&volume=52&issue=
Psychoneuroendocrinology,20441,Elsevier Science,/scimag/journals/20441,/scimag/?journal=20441&page=1,289,/scimag/?journal=20441&year=2017&volume=75&issue=,/scimag/?journal=20441&year=2018&volume=87&issue=,/scimag/?journal=20441&year=2019&volume=99&issue=,/scimag/?journal=20441&year=2020&volume=111&issue=,/scimag/?journal=20441&year=2021&volume=123&issue=
Public Health,20481,Elsevier Science,/scimag/journals/20481,/scimag/?journal=20481&page=1,973,/scimag/?journal=20481&year=2017&volume=142&issue=,/scimag/?journal=20481&year=2018&volume=154&issue=,/scimag/?journal=20481&year=2019&volume=166&issue=,/scimag/?journal=20481&year=2020&volume=178&issue=,/scimag/?journal=20481&year=2021&volume=190&issue=
Public Health Forum,20484,Elsevier Science,/scimag/journals/20484,/scimag/?journal=20484&page=1,81,/scimag/?journal=20484&year=2017&volume=25&issue=1,/scimag/?journal=20484&year=2018&volume=26&issue=1,/scimag/?journal=20484&year=2019&volume=27&issue=1,/scimag/?journal=20484&year=2020&volume=28&issue=1,
Public Relations Review,20504,Elsevier Science,/scimag/journals/20504,/scimag/?journal=20504&page=1,170,/scimag/?journal=20504&year=2017&volume=43&issue=1,/scimag/?journal=20504&year=2018&volume=44&issue=1,/scimag/?journal=20504&year=2019&volume=45&issue=1,/scimag/?journal=20504&year=2020&volume=46&issue=1,/scimag/?journal=20504&year=2021&volume=47&issue=1
Pulmonary Pharmacology & Therapeutics,20532,Elsevier Science,/scimag/journals/20532,/scimag/?journal=20532&page=1,78,/scimag/?journal=20532&year=2017&volume=42&issue=,/scimag/?journal=20532&year=2018&volume=48&issue=,/scimag/?journal=20532&year=2019&volume=54&issue=,/scimag/?journal=20532&year=2020&volume=60&issue=,/scimag/?journal=20532&year=2021&volume=66&issue=
Pump Industry Analyst,20534,Elsevier Science,/scimag/journals/20534,/scimag/?journal=20534&page=1,427,/scimag/?journal=20534&year=2017&volume=2017&issue=1,/scimag/?journal=20534&year=2018&volume=2018&issue=1,/scimag/?journal=20534&year=2019&volume=2019&issue=1,/scimag/?journal=20534&year=2020&volume=2020&issue=1,
Quaderni Italiani di Psichiatria,20552,"Masson, Italy (now Elsevier Masson)",/scimag/journals/20552,/scimag/?journal=20552&page=1,6,,,,,
Quaternary Geochronology,20619,Elsevier Science,/scimag/journals/20619,/scimag/?journal=20619&page=1,44,/scimag/?journal=20619&year=2017&volume=37&issue=,/scimag/?journal=20619&year=2018&volume=43&issue=,/scimag/?journal=20619&year=2019&volume=49&issue=,/scimag/?journal=20619&year=2020&volume=55&issue=,/scimag/?journal=20619&year=2021&volume=61&issue=
Quaternary International,20620,Elsevier Science,/scimag/journals/20620,/scimag/?journal=20620&page=1,481,/scimag/?journal=20620&year=2017&volume=427&issue=,/scimag/?journal=20620&year=2018&volume=463&issue=,/scimag/?journal=20620&year=2019&volume=499&issue=,/scimag/?journal=20620&year=2020&volume=535&issue=,/scimag/?journal=20620&year=2021&volume=571&issue=
Quaternary Research,20621,Elsevier Science,/scimag/journals/20621,/scimag/?journal=20621&page=1,174,/scimag/?journal=20621&year=2017&volume=87&issue=1,/scimag/?journal=20621&year=2018&volume=89&issue=1,/scimag/?journal=20621&year=2019&volume=91&issue=1,/scimag/?journal=20621&year=2020&volume=93&issue=,
Quaternary Science Reviews,20622,Elsevier Science,/scimag/journals/20622,/scimag/?journal=20622&page=1,290,/scimag/?journal=20622&year=2017&volume=155&issue=,/scimag/?journal=20622&year=2018&volume=179&issue=,/scimag/?journal=20622&year=2019&volume=203&issue=,/scimag/?journal=20622&year=2020&volume=227&issue=,/scimag/?journal=20622&year=2021&volume=251&issue=
Race and Society,20637,Elsevier Science,/scimag/journals/20637,/scimag/?journal=20637&page=1,5,,,,,
Radiation Botany,20643,Elsevier Science,/scimag/journals/20643,/scimag/?journal=20643&page=1,41,,,,,
Radiation Measurements,20646,Elsevier Science,/scimag/journals/20646,/scimag/?journal=20646&page=1,249,/scimag/?journal=20646&year=2017&volume=96&issue=,/scimag/?journal=20646&year=2018&volume=108&issue=,/scimag/?journal=20646&year=2019&volume=121&issue=,/scimag/?journal=20646&year=2020&volume=130&issue=,/scimag/?journal=20646&year=2021&volume=140&issue=
Radiation Physics and Chemistry,20652,Elsevier Science,/scimag/journals/20652,/scimag/?journal=20652&page=1,395,/scimag/?journal=20652&year=2017&volume=130&issue=,/scimag/?journal=20652&year=2018&volume=142&issue=,/scimag/?journal=20652&year=2019&volume=154&issue=,/scimag/?journal=20652&year=2020&volume=166&issue=,/scimag/?journal=20652&year=2021&volume=179&issue=
Radiation Physics and Chemistry (1977),20653,Elsevier Science,/scimag/journals/20653,/scimag/?journal=20653&page=1,62,,,,,
Radiography,20666,Elsevier Science,/scimag/journals/20666,/scimag/?journal=20666&page=1,88,/scimag/?journal=20666&year=2017&volume=23&issue=,/scimag/?journal=20666&year=2018&volume=24&issue=,/scimag/?journal=20666&year=2019&volume=25&issue=,/scimag/?journal=20666&year=2020&volume=26&issue=,/scimag/?journal=20666&year=2021&volume=27&issue=1
Radiología,20668,Elsevier Science,/scimag/journals/20668,/scimag/?journal=20668&page=1,78,/scimag/?journal=20668&year=2017&volume=59&issue=1,/scimag/?journal=20668&year=2018&volume=60&issue=,/scimag/?journal=20668&year=2019&volume=61&issue=1,/scimag/?journal=20668&year=2020&volume=62&issue=1,
Radiologic Clinics of North America,20671,Elsevier Science,/scimag/journals/20671,/scimag/?journal=20671&page=1,91,/scimag/?journal=20671&year=2017&volume=55&issue=1,/scimag/?journal=20671&year=2018&volume=56&issue=1,/scimag/?journal=20671&year=2019&volume=57&issue=1,/scimag/?journal=20671&year=2020&volume=58&issue=1,/scimag/?journal=20671&year=2021&volume=59&issue=1
Radiotherapy and Oncology,20681,Elsevier Science,/scimag/journals/20681,/scimag/?journal=20681&page=1,1541,/scimag/?journal=20681&year=2017&volume=122&issue=,/scimag/?journal=20681&year=2018&volume=126&issue=1,/scimag/?journal=20681&year=2019&volume=130&issue=,/scimag/?journal=20681&year=2020&volume=142&issue=,/scimag/?journal=20681&year=2021&volume=154&issue=
RBM-News,20706,Elsevier Science,/scimag/journals/20706,/scimag/?journal=20706&page=1,22,,,,,
Reactive and Functional Polymers,20713,Elsevier Science,/scimag/journals/20713,/scimag/?journal=20713&page=1,164,/scimag/?journal=20713&year=2017&volume=110&issue=,/scimag/?journal=20713&year=2018&volume=122&issue=,/scimag/?journal=20713&year=2019&volume=134&issue=,/scimag/?journal=20713&year=2020&volume=146&issue=,/scimag/?journal=20713&year=2021&volume=158&issue=
Reactive Polymers,20714,Elsevier Science,/scimag/journals/20714,/scimag/?journal=20714&page=1,32,,,,,
"Reactive Polymers, Ion Exchangers, Sorbents",20715,Elsevier Science,/scimag/journals/20715,/scimag/?journal=20715&page=1,28,,,,,
Reactivity of Solids,20716,Elsevier Science,/scimag/journals/20716,/scimag/?journal=20716&page=1,19,,,,,
Real-Time Imaging,20727,Elsevier Science,/scimag/journals/20727,/scimag/?journal=20727&page=1,19,,,,,
Réanimation,20729,Elsevier Science,/scimag/journals/20729,/scimag/?journal=20729&page=1,65,/scimag/?journal=20729&year=2017&volume=26&issue=1%20Supplement,,,,
Réanimation Urgences,20731,Elsevier Science,/scimag/journals/20731,/scimag/?journal=20731&page=1,59,,,,,
Recueil des Travaux Chimiques des Pays-Bas,20786,Elsevier Science,/scimag/journals/20786,/scimag/?journal=20786&page=1,439,,,,,
Refocus,20797,Elsevier Science,/scimag/journals/20797,/scimag/?journal=20797&page=1,49,,,,,
Regional and Urban Economics,20807,Elsevier Science,/scimag/journals/20807,/scimag/?journal=20807&page=1,5,,,,,
Regional Science and Urban Economics,20813,Elsevier Science,/scimag/journals/20813,/scimag/?journal=20813&page=1,95,/scimag/?journal=20813&year=2017&volume=62&issue=,/scimag/?journal=20813&year=2018&volume=68&issue=,/scimag/?journal=20813&year=2019&volume=74&issue=,/scimag/?journal=20813&year=2020&volume=80&issue=,/scimag/?journal=20813&year=2021&volume=86&issue=
Regulatory Peptides,20823,Elsevier Science,/scimag/journals/20823,/scimag/?journal=20823&page=1,375,,,,,
Regulatory Toxicology and Pharmacology,20824,Elsevier Science,/scimag/journals/20824,/scimag/?journal=20824&page=1,196,/scimag/?journal=20824&year=2017&volume=83&issue=,/scimag/?journal=20824&year=2018&volume=92&issue=,/scimag/?journal=20824&year=2019&volume=101&issue=,/scimag/?journal=20824&year=2020&volume=110&issue=,/scimag/?journal=20824&year=2021&volume=119&issue=
Rehabilitación,20825,Elsevier Science,/scimag/journals/20825,/scimag/?journal=20825&page=1,53,/scimag/?journal=20825&year=2017&volume=51&issue=1,/scimag/?journal=20825&year=2018&volume=52&issue=1,/scimag/?journal=20825&year=2019&volume=53&issue=1,/scimag/?journal=20825&year=2020&volume=54&issue=1,
Reinforced Plastics,20832,Elsevier Science,/scimag/journals/20832,/scimag/?journal=20832&page=1,401,/scimag/?journal=20832&year=2017&volume=61&issue=1,/scimag/?journal=20832&year=2018&volume=62&issue=1,/scimag/?journal=20832&year=2019&volume=63&issue=1,/scimag/?journal=20832&year=2020&volume=64&issue=1,
Reliability Engineering,20838,Elsevier Science,/scimag/journals/20838,/scimag/?journal=20838&page=1,20,,,,,
Reliability Engineering & System Safety,20839,Elsevier Science,/scimag/journals/20839,/scimag/?journal=20839&page=1,249,/scimag/?journal=20839&year=2017&volume=157&issue=,/scimag/?journal=20839&year=2018&volume=169&issue=,/scimag/?journal=20839&year=2019&volume=181&issue=,/scimag/?journal=20839&year=2020&volume=193&issue=,/scimag/?journal=20839&year=2021&volume=205&issue=
Religion,20843,Elsevier Science,/scimag/journals/20843,/scimag/?journal=20843&page=1,100,/scimag/?journal=20843&year=2017&volume=47&issue=1,/scimag/?journal=20843&year=2018&volume=48&issue=1,/scimag/?journal=20843&year=2019&volume=49&issue=1,/scimag/?journal=20843&year=2020&volume=50&issue=1,/scimag/?journal=20843&year=2021&volume=51&issue=1
Remote Sensing of Environment,20867,Elsevier Science,/scimag/journals/20867,/scimag/?journal=20867&page=1,358,/scimag/?journal=20867&year=2017&volume=188&issue=,/scimag/?journal=20867&year=2018&volume=204&issue=,/scimag/?journal=20867&year=2019&volume=220&issue=,/scimag/?journal=20867&year=2020&volume=236&issue=,/scimag/?journal=20867&year=2021&volume=252&issue=
Renewable and Sustainable Energy Reviews,20882,Elsevier Science,/scimag/journals/20882,/scimag/?journal=20882&page=1,412,/scimag/?journal=20882&year=2017&volume=67&issue=,/scimag/?journal=20882&year=2018&volume=81&issue=,/scimag/?journal=20882&year=2019&volume=99&issue=,/scimag/?journal=20882&year=2020&volume=117&issue=,/scimag/?journal=20882&year=2021&volume=135&issue=
Renewable Energy,20883,Elsevier Science,/scimag/journals/20883,/scimag/?journal=20883&page=1,614,/scimag/?journal=20883&year=2017&volume=100&issue=,/scimag/?journal=20883&year=2018&volume=115&issue=,/scimag/?journal=20883&year=2019&volume=130&issue=,/scimag/?journal=20883&year=2020&volume=145&issue=,/scimag/?journal=20883&year=2021&volume=163&issue=
Reports on Mathematical Physics,20894,Elsevier Science,/scimag/journals/20894,/scimag/?journal=20894&page=1,108,/scimag/?journal=20894&year=2017&volume=79&issue=1,/scimag/?journal=20894&year=2018&volume=81&issue=1,/scimag/?journal=20894&year=2019&volume=83&issue=1,/scimag/?journal=20894&year=2020&volume=85&issue=1,
Reproductive Health Matters,20908,Elsevier Science,/scimag/journals/20908,/scimag/?journal=20908&page=1,155,/scimag/?journal=20908&year=2017&volume=25&issue=sup1,/scimag/?journal=20908&year=2018&volume=26&issue=52,,,
Reproductive Toxicology,20915,Elsevier Science,/scimag/journals/20915,/scimag/?journal=20915&page=1,220,/scimag/?journal=20915&year=2017&volume=67&issue=,/scimag/?journal=20915&year=2018&volume=75&issue=,/scimag/?journal=20915&year=2019&volume=83&issue=,/scimag/?journal=20915&year=2020&volume=91&issue=,/scimag/?journal=20915&year=2021&volume=99&issue=
Research in Developmental Disabilities,20942,Elsevier Science,/scimag/journals/20942,/scimag/?journal=20942&page=1,166,/scimag/?journal=20942&year=2017&volume=60&issue=,/scimag/?journal=20942&year=2018&volume=72&issue=,/scimag/?journal=20942&year=2019&volume=84&issue=,/scimag/?journal=20942&year=2020&volume=96&issue=,/scimag/?journal=20942&year=2021&volume=108&issue=
Research in Economics,20944,Elsevier Science,/scimag/journals/20944,/scimag/?journal=20944&page=1,31,/scimag/?journal=20944&year=2017&volume=71&issue=1,/scimag/?journal=20944&year=2018&volume=72&issue=1,/scimag/?journal=20944&year=2019&volume=73&issue=1,/scimag/?journal=20944&year=2020&volume=74&issue=1,
Research in Immunology,20952,Elsevier Science,/scimag/journals/20952,/scimag/?journal=20952&page=1,52,,,,,
Research in International Business and Finance,20953,Elsevier Science,/scimag/journals/20953,/scimag/?journal=20953&page=1,52,/scimag/?journal=20953&year=2017&volume=39&issue=,/scimag/?journal=20953&year=2018&volume=43&issue=,/scimag/?journal=20953&year=2019&volume=47&issue=,/scimag/?journal=20953&year=2020&volume=51&issue=,/scimag/?journal=20953&year=2021&volume=55&issue=
Research in Microbiology,20957,Elsevier Science,/scimag/journals/20957,/scimag/?journal=20957&page=1,142,/scimag/?journal=20957&year=2017&volume=168&issue=1,/scimag/?journal=20957&year=2018&volume=169&issue=1,/scimag/?journal=20957&year=2019&volume=170&issue=1,/scimag/?journal=20957&year=2020&volume=171&issue=1,
Research in Organizational Behavior,20960,Elsevier Science,/scimag/journals/20960,/scimag/?journal=20960&page=1,8,/scimag/?journal=20960&year=2017&volume=37&issue=,/scimag/?journal=20960&year=2018&volume=38&issue=,/scimag/?journal=20960&year=2019&volume=&issue=,,
Research in Social and Administrative Pharmacy,20968,Elsevier Science,/scimag/journals/20968,/scimag/?journal=20968&page=1,101,/scimag/?journal=20968&year=2017&volume=13&issue=1,/scimag/?journal=20968&year=2018&volume=14&issue=1,/scimag/?journal=20968&year=2019&volume=15&issue=1,/scimag/?journal=20968&year=2020&volume=16&issue=2,/scimag/?journal=20968&year=2021&volume=17&issue=1
Research in Social Stratification and Mobility,20969,Elsevier Science,/scimag/journals/20969,/scimag/?journal=20969&page=1,25,/scimag/?journal=20969&year=2017&volume=48&issue=,/scimag/?journal=20969&year=2018&volume=53&issue=,/scimag/?journal=20969&year=2019&volume=59&issue=,/scimag/?journal=20969&year=2020&volume=65&issue=,/scimag/?journal=20969&year=2021&volume=71&issue=
Research in Transportation Economics,20972,Elsevier Science,/scimag/journals/20972,/scimag/?journal=20972&page=1,49,/scimag/?journal=20972&year=2017&volume=61&issue=,/scimag/?journal=20972&year=2018&volume=67&issue=,/scimag/?journal=20972&year=2019&volume=73&issue=,/scimag/?journal=20972&year=2020&volume=79&issue=,
Research in Veterinary Science,20973,Elsevier Science,/scimag/journals/20973,/scimag/?journal=20973&page=1,374,/scimag/?journal=20973&year=2017&volume=110&issue=,/scimag/?journal=20973&year=2018&volume=116&issue=,/scimag/?journal=20973&year=2019&volume=122&issue=,/scimag/?journal=20973&year=2020&volume=128&issue=,/scimag/?journal=20973&year=2021&volume=134&issue=
Research in Virology,20974,Elsevier Science,/scimag/journals/20974,/scimag/?journal=20974&page=1,25,,,,,
Research Policy,21025,Elsevier Science,/scimag/journals/21025,/scimag/?journal=21025&page=1,168,/scimag/?journal=21025&year=2017&volume=46&issue=1,/scimag/?journal=21025&year=2018&volume=47&issue=1,/scimag/?journal=21025&year=2019&volume=48&issue=1,/scimag/?journal=21025&year=2020&volume=49&issue=1,/scimag/?journal=21025&year=2021&volume=50&issue=1
